	inst	cnt	len
4279	香港商明基逐鹿控股有限公司	3	13
4280	英屬安吉拉商DOUBLE SWITCH LIMITED	3	27
4281	美商愛特梅爾股份有限公司	3	12
4282	韓商NCsoft Corporation	3	20
4283	泉州中泉國際經濟技術合作(集團)有限公司	3	20
4284	荷商奧堤瓦全球控股公司	3	11
4285	出光興產株式會社	3	8
4286	Vision Viewer Limited	3	21
4287	英屬蓋曼群島商艾克爾科技股份有限公司	3	18
4288	英屬維京群島商CCMedia (BVI) Co., Ltd.	3	30
4289	英屬蓋曼群島商雅士多利控股公司	3	15
4290	日商SECOM株式會社	3	11
4291	日商株式會社富士碳素製造所	3	13
4292	新加坡商維用科技有限公司	3	12
4293	日商日本技術集團股份有限公司	3	14
4294	荷蘭商 Juniper Networks International  B.V.	3	40
4295	薩摩亞商昭湖有限公司	3	10
4296	英屬維京群島商家宜資產管理公司D.J.AMC INC.	3	27
4297	荷蘭商 ReSearch Pharmaceutical Services Netherlands B.V.	3	53
4298	美商史睿士扣件股份有限公司	3	13
4299	韓商NEOFLAM INC	3	13
4300	英屬維京群島商首富企業（股）公司	3	16
4301	日商施敏打硬股份有限公司	3	12
4302	美商 GEMOLOGICAL INSTITUTE OF AMERICA, INC	3	40
4303	美商 Inteplast Group Ltd.	3	23
4304	新加坡商 YSQ International Pte.Ltd.	3	31
4305	日商大塚電子株式會社	3	10
4306	始達(上海)醫藥科技有限公司	3	14
4307	新加坡商緣來午餐有限公司	3	12
4308	財團法人台北市雲五圖書館基金會	3	15
4309	日商Valeo Japan Co.,Ltd.	3	22
4310	英屬維京群島商 GOLDEN RACE ENTERPRISES LIMITED	3	39
4311	日商株式會社野村製作所	3	11
4312	英商 BC Holdings (United Kingdom) Limited	3	39
4313	澳大利亞商來實鋼品股份有限公司	3	15
4314	荷蘭商SIPF B. V.	3	13
4315	日商富博商會株式會社(株式會社　　　　　口商會)	3	24
4316	香港商栢惠投資有限公司 (Parkwell Investment Limited)	3	41
4317	日商本田商業系統株式會社	3	12
4318	東亞科技(香港)有限公司EASTERN ASIA TECHNOLOGY(HK) LIMITED.	3	48
4319	賽席爾商 MARJORAM OVERSEAS LIMITED	3	30
4320	香港商寶達投資(香港)有限公司	3	15
4321	美商 Brocade Communications Systems, Inc.	3	39
4322	新加坡商建和軸承有限公司	3	12
4323	IEMCA GIULIANI MACCHINE ITALIA S.p.a.	3	37
4324	英屬維京群島商通威風力發電有限公司 (TungWei Wind Power Co. Ltd)	3	46
4325	EYESOME INC.（英屬維京群島商）	3	21
4326	日商三菱綜合材料株式會社	3	12
4327	奧地利商 GW Global Holding GmbH	3	27
4328	加拿大科特控股有限公司	3	11
4329	日商株式會社工ㄙ‧工　‧　　(M‧L‧C CO. LTD)	3	29
4330	德商 PHOENIX  TESTLAB  GmbH	2	25
4331	英屬維京群島商泛亞太陽能台灣企業(股)公司	2	21
4332	薩摩亞商圓尚科技有限公司( Perfect Shiny Technology Limited)	2	47
4333	日商TEN FEET WRIGHT INC.	2	22
4334	日商 SHIRE INC.	2	13
4335	德商庫恩貴金屬鑄造有限公司	2	13
4336	日商株式會社拓人	2	8
4337	美商 ELO TOUCH SOLUTIONS INTERNATIONAL, INC.	2	42
4338	百慕達商 MPS  International  Ltd.	2	29
4339	英屬蓋曼群島商廣登國際有限公司	2	15
4340	TALENT PRO LIMITED	2	18
4341	DRAKE  BUSINESS LOGISTICS  PTY  LTD	2	35
4342	日商HIRUKAWA METAL CORPORATION	2	28
4343	新加坡商世天威遠東有限公司	2	13
4344	Werner Wirth Systems GmbH	2	25
4345	日商電波新聞社股份有限公司	2	13
4346	Eurofit  S.r.l	2	14
4347	日商PROP CORPORATION	2	18
4348	中國信託商業銀行受託保管布斯灣有限公司投資專戶	2	23
4349	南投縣仁愛鄉農會	2	8
4350	香港商 Miki Travel (Hong Kong) Limited	2	35
4351	日商 SUN-EH ELECTRIC CO., LTD.	2	28
4352	美商尼歐諾有限公司	2	9
4353	香港商鳳凰文創管理有限公司	2	13
4354	模里西斯商 Aspen Global Incorporated	2	31
4355	財團法人徐增壽文教基金會	2	12
4356	大陸廈門跑跑體育產業有限公司	2	14
4357	日商株式會社渡辺商行(M.WATANABE & CO., LTD.)	2	34
4358	Eight Dimensions Investment Corp.	2	33
4359	日商帝歐威株式會社	2	9
4360	美商 KTC-SUN Corporation	2	22
4361	德商 Trioptics GmbH optische Instrumente	2	38
4362	美商貝克防火持股公司	2	10
4363	宜蘭縣羅東鎮公所	2	8
4364	日商　　　　　　　　　 株式會社 (WATABE WEDDING CORPORATION)	2	45
4365	英屬維京群島商 Top Expertise Enterprises Limited	2	41
4366	薩摩亞商PERFECT INTERNATIONAL CO.,LTD.	2	34
4367	美商 IC Intracom Holdings,LLC	2	27
4368	日商京濱股份有限公司	2	10
4369	UNI TEST INC.	2	13
4370	新加坡商 China iMyth Company Pte.Ltd.	2	33
4371	台中市家畜肉品販運商行	2	11
4372	UrMap, Inc.	2	11
4373	新加坡商YTC CORP. LTD.	2	18
4374	日商 TOYOFUJI SHIPPING CO., LTD	2	29
4375	WITTENSTEIN alpha GmbH	2	22
4376	英屬維京群島商ASIA BIO-TECH GROUP CORP.	2	32
4377	美商薩拉圖股份有限公司	2	11
4378	日商 TOMOE ZIKOU CO., LTD.	2	24
4379	瑞典商易利信電話公司	2	10
4380	法商 Grolier Interactive Europe SA	2	32
4381	得斯褔株式會社	2	7
4382	香港商 OPENBASE CHINA LIMITED	2	26
4383	日商英富特食品公司	2	9
4384	日商株式會社永廣堂	2	9
4385	方瑪照明（香港）有限公司	2	12
4386	伊藤忠丸紅鉄鋼株式會社	2	11
4387	日商吳羽科技股份有限公司	2	12
4388	日商弘栄貿易株式會社(日商 KOHYEITRADING CO.,LTD.)	2	37
4389	日商安奈斯特岩田株式會社	2	12
4390	英商UB GROUP LIMITED	2	18
4391	XINTEK, INC.	2	12
4392	日商株式會社IBJ	2	9
4393	Melbye Skandinavia Sverige AB	2	29
4394	新加坡商 Secura Singapore Pte Ltd.	2	30
4395	英屬維京群島商欣達國際有限公司	2	15
4396	株式会社西井塗料產業	2	10
4397	英屬維京群島商庫路馬國際貿易股份有限公司	2	20
4398	日商善合控股股份有限公司	2	12
4399	日商丸一鋼管株式會社	2	10
4400	大同金屬工業株式會社	2	10
4401	HausElec Co., Ltd.	2	18
4402	福建新大陸電腦股份有限公司	2	13
4403	德商古斯塔夫-麻根威爾特有限公司	2	16
4404	福州超大現代農業發展有限公司	2	14
4405	株式會社 Paper World (Paper World Corp.)	2	36
4406	株式會社　一　	2	7
4407	株式會社■ン■■ク	2	9
4408	香港商先鋒醫藥(香港)有限公司	2	15
4409	PMA Holdings Pte. Lte.	2	22
4410	香港商名唐(香港)有限公司	2	13
4411	鹿野地區農會	2	6
4412	Polytronix, Inc.	2	16
4413	英屬蓋曼群島商 ALPHA MEDIA LIMITED	2	27
4414	Alanod Holding Taiwan GmbH	2	26
4415	德商Phoenix Contact GmbH & Co. KG	2	31
4416	日商TOKYU LIVABLE, INC.	2	21
4417	Novabase Digital TV Technologies	2	32
4418	香港商亨達金融服務有限公司	2	13
4419	日商RISN LIMITED	2	14
4420	株式会社芝技研	2	7
4421	日商碩網股份有限公司	2	10
4422	金緯纖維公司	2	6
4423	英屬維京群島商翠柏國際公司(TRIPLE K's INTERNATIONAL HOLDING LTD.)	2	52
4424	CYBER CAPITAL HOLDINGSPTE.LTD	2	29
4425	江藤酸素株式會社	2	8
4426	瑞典商 IPEX AB	2	11
4427	泰國商CHIANG MAI DIGITAL WORKS COMPANY LIMITED	2	43
4428	VISHAY INTERTECHNOLOGY ASIA PTELTD.	2	35
4429	日商住友電裝株式會社	2	10
4430	英屬維京群島商 (ComNet International Holdings Limited)	2	47
4431	株式會社　一　 　　　	2	11
4432	馬來西亞商 AESSEAL (M)SDN. BHD.	2	26
4433	日商株式會社　　　　　　　（MONTEUR HOLDINGS CO., LTD.）	2	41
4434	日商株式會社 ORIKA KAIHATSU	2	21
4435	G5 CAPITAL MANAGEMENT LTD	2	25
4436	香港商 WDI Asia, Limited	2	21
4437	株式會社DMM.com	2	11
4438	香港商OSI Hong Kong Holding Co.Limited	2	35
4439	德商沃勒科技毛刷股份有限公司（Wohler Technische Bursten GmbH	2	45
4440	英商 Chiltern International Limited	2	33
4441	英屬蓋曼群島商 Cowealth Medical Holding Co., Ltd.	2	42
4442	財團法人台北市東海社會福利慈善事業基金會	2	20
4443	印度商沙爾達有限公司	2	10
4444	財團法人吳麥文教基金會	2	11
4445	OMNI STONE CAPITAL INC.	2	23
4446	前驅國際有限公司	2	8
4447	KOSMETICS(ASIA) LIMITED	2	23
4448	財團法人台灣票據交換業務發展基金會	2	17
4449	鹽水鎮公所	2	5
4450	美商約翰生父子公司	2	9
4451	桃園縣農會	2	5
4452	株式會社大真空	2	7
4453	愛爾蘭商明氏建築公司	2	10
4454	英屬維京群島商富華投資有限公司	2	15
4455	奧地利商EVgROUP  GmBH	2	17
4456	瑞土商 EBAY INTERNATIONAL AG	2	25
4457	新加坡商 SBI Ven Holdings Pte. Ltd.	2	31
4458	FAMOUS MARVEL CO., LTD.	2	23
4459	財團法人聯合信用卡處理中心	2	13
4460	南龍區漁會	2	5
4461	日商株式會社 VIEW TRAVEL SERVICE	2	26
4462	香港商嘉栢環球有限公司	2	11
4463	財團法人玉山志工社會福利慈善事業基金會	2	19
4464	薩摩亞商 WINFOREVER GROUP INCORPORATED	2	34
4465	德商鈷領兩合公司(G■hring KG)	2	20
4466	財團法人永昌基金會	2	9
4467	日商新榮產株式會社	2	9
4468	聯視工程有限公司	2	8
4469	英屬維京群島商 RLPT LTD.	2	17
4470	荷蘭商 Lee Holding B.V.	2	20
4471	MICO HOLDINGS LIMITED	2	21
4472	日商Bunka Shutter Co.,Ltd.	2	24
4473	KIBING CROUP(SINGAPORE)PTE.LTD	2	30
4474	瑞士商捷足公司	2	7
4475	香港商安康國際投資有限公司	2	13
4476	新加坡商JUNG ASIA PTE LTD	2	21
4477	香港商衍生行有限公司	2	10
4478	美商費城石英控股公司	2	10
4479	日商三井化學株式會社(MITSUI CHEMICALS, INS.)	2	34
4480	大陸商哈森商貿（中國）股份有限公司	2	17
4481	日商 Mitsubishi UFJ Capital Co., Ltd.	2	35
4482	株式會社鈴木	2	6
4483	Seoul Viosys Co., Ltd.	2	22
4484	創新國際(薩摩亞)股份有限公司 Innovation International (Samoa) Co., Ltd.	2	58
4485	香港商拖易環衛服務亞洲有限公司	2	15
4486	澳大利亞商 JEMASA PTY LIMITED	2	24
4487	澳商汽車概念(澳洲)股份有限公司AUTO CONCEPTS (AUST) PTY. LTD.	2	46
4488	PEAKSTAR DEVELOPMENT LIMITED	2	28
4489	NICHICON CORPORATION	2	20
4490	大陸商杭州愛麗芬進出口有限公司	2	15
4491	英屬維京群島商春暉亞洲有限公司	2	15
4492	英屬安吉拉商歐諾拉有限公司	2	13
4493	日商伊比伊國際公司	2	9
4494	薩摩亞商遠景移動科技有限公司	2	14
4495	英商 Weir Group Holdings Limited	2	30
4496	英屬開曼群島商 Falacon Group Holdinga(Cayman) Ltd.	2	43
4497	新加坡商 YTC CORP. LTD.	2	19
4498	香港商金鵬科技有限公司	2	11
4499	馬來西亞商TSB股份有限公司	2	14
4500	日商松尚株式會社	2	8
4501	日商 ROLAND DG CORPORATION (　　　　　‧　　‧株式会社)	2	40
4502	義大利商 Petroltecnica S.P.A.	2	25
4503	荷蘭商 Amgen Worldwide Holdings B.V.	2	33
4504	財團法人三聯科技教育基金會	2	13
4505	Bay Calssics Investments Ltd	2	28
4506	香港商湯臣國際娛樂有限公司	2	13
4507	株式會社守谷商會	2	8
4508	日商昭和電線ケーブルシステム株式會社	2	18
4509	有限責任中華民國信用合作社聯合社	2	16
4510	Astro Swiss Time Limited	2	24
4511	義大利商歐惕目股份有限公司	2	13
4512	GERALD SINGAPORE PTE. LTD.	2	26
4513	英屬維京群島商 SEED MUSIC GROUP LIMITED	2	32
4514	日商株式會社SIJ	2	9
4515	新加坡商Axalta Coating Systems Singapore Holding Pte.Ltd.	2	53
4516	瑞士商 Artemis Control AG	2	22
4517	C-Pak Pte.Ltd.	2	14
4518	IXTEQ SINGAPORE PTE. LTD.	2	25
4519	日商國際快捷株式會社	2	10
4520	英商 James Walker Rotabolt Limited	2	32
4521	東麗貿易株式會社	2	8
4522	新加坡商 NOVACITYNETS PTE LTD	2	25
4523	日商株式會社日東(NITTO)	2	15
4524	英屬維京群島商中國心血管醫療有限公司(CHINA CARDIOVASCULAR FOCUS LIMITED)	2	54
4525	薩摩亞商新景企業有限公司	2	12
4526	財團法人林堉琪先生紀念基金會	2	14
4527	Hanil Cement Co.,Ltd	2	20
4528	荷蘭商 Tesla International B.V.	2	28
4529	新加坡商富昌電子股份有限公司	2	14
4530	CITIZEN MACHINERY CO., LTD.	2	27
4531	丹麥商阿爾法風能APS公司	2	13
4532	財團法人平安社會福利慈善基金會	2	15
4533	韓商 Clean Systems Korea Inc.	2	27
4534	荷蘭商 Panasonic Holding (Nether Iands) B.V	2	40
4535	OMNI ONE INVESTMENT CORP.	2	25
4536	日商株式會社日立物流	2	10
4537	英屬蓋曼群島商凱為網路國際有限公司	2	17
4538	WESI TECHNOLOGY LIMITED	2	23
4539	英屬維京群島商BRIGHT MORNING INVESTMENTS LTD	2	37
4540	英屬開曼群島商Hyper Immersion Technology Co.,Ltd	2	41
4541	Favour Trend Limited(英屬維京群島商惠興有限公司)	2	35
4542	三岩國際企業有限會社	2	10
4543	百樂株式會社	2	6
4544	日商機動建設工業株式會社 KIDOH CONSTRUCTION CO., LTD	2	40
4545	德商 Pilz Beteiligungs-und Verwaltungs-GmbH	2	41
4546	日商株式會社三城	2	8
4547	DIWA INTERNATIONAL LIMITED蒂華國際有限公司	2	34
4548	高雄市農會	2	5
4549	英屬維京群島商凱慧發展有限公司	2	15
4550	財團法人台北外滙市場發展基金會	2	15
4551	香港商金蝶國際軟件集團(香港)有限公司	2	19
4552	Golden Sky Entertainment Limited	2	32
4553	新加坡商 GRANITE RIVER LABS ASIA PACIFIC PTE. LTD.	2	46
4554	日商愛知製鋼株式會社	2	10
4555	苗栗縣農會	2	5
4556	德商 Commerce Connector GmbH	2	26
4557	日商株式會社鶴見製作所	2	11
4558	VMWARE INTERNATIONAL LIMITED	2	28
4559	藤岡ニユ一口ン?工業珠式会社	2	14
4560	馬來西亞商 SHUTANEST(M) SDN BHD	2	26
4561	日商 Asahi Kasei Homes Corporation. (旭化成 ホームズ 株式会社)	2	49
4562	美商電腦科學有限公司	2	10
4563	薩摩亞商ORIENTAL ENTERPRISE HOLDINGS LINITED	2	40
4564	馬來西亞商Amazon Papyrun(M)SDN.BHD.	2	30
4565	義大利商ATAM S.P.A.	2	15
4566	澳大利亞商LIFESTYLE BLINDS & SHUTTERS PTY LTD.	2	41
4567	美商 AMERITEK,INC	2	15
4568	美商新力股份有限公司	2	10
4569	彰化縣秀水鄉農會	2	8
4570	日商得立鼎工業株式會社	2	11
4571	日商 TUNGALOY CORPORATION	2	23
4572	日商 SANWA COMPANY LTD.	2	21
4573	日商株式會社泰美旅遊日本	2	12
4574	美佳境國際股份有限公司	2	11
4575	澳大利亞商 YUPACO PTY LTD	2	20
4576	英屬維京群島商 FAIRY FARM 投資有限公司	2	25
4577	英屬維京群島商 Airtech Industrial Limited	2	34
4578	英屬維京群島商亞新工程顧問集團有限公司	2	19
4579	伊藤忠商事株式會社	2	9
4580	薩摩亞商TITAN SPEED LIMITED	2	23
4581	白石鈣株式會社	2	7
4582	ASIN BLOGS TECHNOLOGY CO.. LIMITED 亞洲博客科技有限公司	2	45
4583	香港商CTC FAR EAST HOLDING LIMITED	2	31
4584	貝里斯商 ZOLACO INTERNATIONAL CORP.	2	31
4585	Le Biopac Group Limited	2	23
4586	美商 Netgear International, Inc.	2	30
4587	瑞士商 Abercrombie & Fitch Europe SagI	2	35
4588	FU WANG PRECISION HOLDING LIMITED	2	33
4589	大月精工株式會社	2	8
4590	日商株式會社後藤回漕店	2	11
4591	香港商貝能國際有限公司	2	11
4592	新加坡商 UTC FIRE & SECURITY SINGAPORE PTE. LTD.	2	44
4593	英屬維京群島商 BONUS  BOOST  HOLDINGS  LIMITED	2	39
4594	春日精機有限公司	2	8
4595	財團法人研華文教基金會	2	11
4596	薩摩亞商 NATIVE UNITY HOLDINGS LIMITED	2	34
4597	新加坡商 Specialized Asia Pacific Pte. Ltd.	2	39
4598	以色列商 A.R.Z. Chemicals International Trade Ltd.	2	46
4599	日本旭鑽石工業株式會社	2	11
4600	瑞典商SPOTIFY AB	2	13
4601	Honya Investment Limited.	2	25
4602	日商豊田通商株式會社	2	10
4603	日商株式会社伊藤久右衛門	2	12
4604	日商 ULVAC 九州株式會社	2	15
4605	日商株式會社 SAZABY  LEAGUE	2	21
4606	日商株式會社開道	2	8
4607	日商 TRY CO., LTD.	2	16
4608	利鏗實業有限公司	2	8
4609	株式會社　　　　	2	8
4610	通苑漁會	2	4
4611	英屬維京群島商歐帆股份有限公司	2	15
4612	日商株式會社日本匹士克	2	11
4613	大陸商環球暢遊（北京）商務服務有限公司	2	19
4614	薩摩亞商 SMART ELITE INVESTMENTS LIMITED	2	36
4615	日商株式會社 IHI 回轉機械	2	15
4616	EFT Holdings, Inc.	2	18
4617	香港商硅谷光擎香港有限公司	2	13
4618	英屬維京群島商 SOFT 99 INVESTMENTS GROUP LIMITED	2	41
4619	香港商卡斯荷爾有限公司	2	11
4620	香港商中原金融集團有限公司	2	13
4621	日商 MOMO AND ASSOCIATES CO., LTD	2	31
4622	德國博控股份有限公司	2	10
4623	HOTLINK CORPORATION	2	19
4624	日商FINDSTAR INC.	2	15
4625	英屬維京群島商軒昂國際有限公司	2	15
4626	日商油研工業株式會社	2	10
4627	義大利商巨安益動能股份有限公司(義大利商 G. I. &E. S.p.A.)	2	38
4628	美商葛瑞廣告股份有限公司	2	12
4629	香港中諾集團有限公司(Sino Promise Group Limited)	2	38
4630	德商FV Verwaltungs-KG	2	19
4631	EVER EASY VENTURES LIMITED  永易創投有限公司	2	36
4632	日商T&K東華株式會社	2	11
4633	日商 MANAGEMENT  SOLUTIONS  CO.,  LTD	2	35
4634	新加坡商 SUCCESS  RESOURCES PTE  LTD	2	32
4635	愛爾蘭商 ICON HOLDINGS	2	18
4636	英屬安吉拉商環球綠能投資有限公司	2	16
4637	英屬維京群島商Censere Holdings Limited	2	31
4638	Monocrystal International LLC	2	29
4639	法商 Royal Canin SAS	2	18
4640	日商達可士株式會社	2	9
4641	瑞士商普魯斯多福股份有限公司	2	14
4642	日商基普株式會社	2	8
4643	薩摩亞商ONLINE CORPORATION	2	22
4644	薩摩亞商 Robust  Sino  Investments  Limited	2	39
4645	日商 Maruman & Co., Ltd.	2	22
4646	日商株式會社 DoIT	2	11
4647	比利時商Titan Baratto N.V.	2	22
4648	英屬維京群島商Core Stone Investment Limited	2	36
4649	株式會社　　　　 (FRENTE CO., LTD.)	2	27
4650	美商睿仕管理有限公司	2	10
4651	英屬維京群島商REGULAR INTERNATIONAL CO., LTD.	2	38
4652	德商賀德克投資管理有限公司 BUV Beteiligungs-und Verwaltungsgesellschaft mbH	2	62
4653	荷蘭商SunE Solar B.V.	2	18
4654	瑞士商明氏化學公司	2	9
4655	英屬蓋曼群島商 Anxin Ecommerce Holding Incorporated	2	44
4656	智力控股有限公司	2	8
4657	日商豐田合成株式會社	2	10
4658	荷蘭商 SunE Solar B.V.	2	19
4659	株式會社ニップラ	2	8
4660	瑞士商 KNF Holding AG	2	18
4661	Lifestyle  Universal  Pte.  Ltd.	2	32
4662	德商 Covestro Deutschland AG	2	26
4663	Wondertable, Ltd.	2	17
4664	日商JTEKT CORPORATION	2	19
4665	英屬維京群島商FULL BLAST INVESTMEN	2	27
4666	日商株式會社大塚商會	2	10
4667	(日商)フ工ニックス精工株式會社(PHOENIX SEIKO CO.,LTD.)	2	40
4668	薩摩亞商雷迪國際集團有限公司 (RALLY INT'L GROUP CO., LTD.)	2	44
4669	英屬維京群島商 Opulent Assets Holdings Ltd.	2	36
4670	藍夢國際有限公司	2	8
4671	德商凱富股份限公司	2	9
4672	荷蘭商 Effortel Asia B.V.	2	22
4673	法商Air Liquide  國際公司(Air Liquide  International)	2	47
4674	賽席爾商 EASE  GUARD  LIMITED 怡保有限公司	2	32
4675	以色列商 Galtronics Corporation Ltd	2	31
4676	英屬維京群島商悅達紡織控股有限公司	2	17
4677	英屬維京群島商 HONESTY VENTURES LTD.	2	29
4678	美商Hydromat Inc.	2	15
4679	美商奧的斯電梯股份有限公司	2	13
4680	日商日曹機械設備股份有限公司	2	14
4681	普拉材料(香港)貿易有限公司	2	14
4682	パ－ル樂器製造株式會社	2	11
